logFC	adj.P.Val	Gene names	Protein IDs	SARS_CoV_2
-0.21287797457217542	0.036489649961694126	MCM3	P25205;P25205-2	FALSE
0.23782242019951588	0.036489649961694126	USP5	P45974;P45974-2	FALSE
0.22039317540667655	0.03667360383800574	BPGM	P07738	FALSE
0.323964715751354	0.036888842519091934	NFKBIB	Q15653;Q15653-2	FALSE
-0.2444485774696049	0.036937936763634494	CDK17	Q00537;Q00537-2	FALSE
0.3588036938314218	0.03706896426565412	SEPHS2	Q99611	FALSE
-0.5313411665687904	0.03713789129558935	FAM83D	Q9H4H8;Q9H4H8-2	FALSE
-0.2624433335493724	0.03736447114855687	PSME1	Q06323;Q06323-2;Q06323-3	FALSE
-0.19582950505780727	0.03736447114855687	MSH6	P52701;P52701-3;P52701-4;P52701-2	FALSE
-0.1983935644127891	0.03736447114855687	INF2	Q27J81;Q27J81-2;Q27J81-3	FALSE
-0.21496179759999637	0.037518834079369234	HSPB1	P04792	FALSE
0.19133311941534126	0.03766434952198809	RAD23A	P54725;P54725-3;P54725-2	FALSE
-0.2685947160301061	0.03766434952198809	MBD1	Q9UIS9;Q9UIS9-4;Q9UIS9-11;Q9UIS9-5;Q9UIS9-10;Q9UIS9-8;Q9UIS9-7;Q9UIS9-9;Q9UIS9-2;Q9UIS9-12;Q9UIS9-6	FALSE
-0.5765553532256841	0.03766434952198809	PYGM	P11217;P11217-2	FALSE
0.4215540478764714	0.03766434952198809	LRP1	Q07954;Q07954-2	FALSE
-0.22780091685795917	0.03766434952198809	CHD2	O14647;O14647-2;O14647-3	FALSE
-0.6509592955983382	0.03766434952198809	HOXA5	P20719	FALSE
0.32129774213567597	0.03766434952198809	SETD9	Q8NE22;Q8NE22-2	FALSE
-0.30788578680088063	0.03766434952198809	C1orf112	Q9NSG2;Q9NSG2-2;Q9NSG2-3	FALSE
0.20318681088254054	0.03776201975318008	DTYMK	P23919;P23919-2	FALSE
-0.26975920930084485	0.03776201975318008	SIX3	O95343;O95475	FALSE
-0.19979115694682714	0.037785842386683297	PCM1	Q15154-5	FALSE
-0.3502288435421463	0.037785842386683297	UBE2H	P62256;P62256-2	FALSE
-0.2349337132463888	0.03784918223469405	PI4KA	P42356;A4QPH2;A4QPH2-4;A4QPH2-2;Q8N8J0	FALSE
-0.18733361712798455	0.03787499626880169	NAPA	P54920;Q9H115;Q9H115-3;Q9H115-2	FALSE
-0.18733361712798455	0.03787499626880169	NAPA	P54920;Q9H115;Q9H115-3;Q9H115-2	FALSE
0.21872612204139316	0.03787499626880169	ALDH7A1	P49419-2;P49419;P49419-4	FALSE
-0.1938459540874629	0.0380091425535508	UBAP2	Q5T6F2;Q5T6F2-2	FALSE
-0.5512849713750635	0.03807182145386405	IGLON5	A6NGN9	FALSE
-0.2922130056119999	0.03807182145386405	WEE1	P30291;P30291-2	FALSE
-0.4762595152684405	0.03807448174884892	ZNF362	Q5T0B9	FALSE
-0.5096183854907073	0.038119513626699464	EXTL2	Q9UBQ6	FALSE
0.26071423958640605	0.03832970646933612	FLYWCH2	Q96CP2	FALSE
0.19031619891894327	0.03832970646933612	EEF1G	P26641;P26641-2	FALSE
-0.2441517788574412	0.038351114876868604	ANAPC16	Q96DE5	FALSE
-0.765294758196533	0.03855504690692212	CDC14A	Q9UNH5;Q9UNH5-5;Q9UNH5-2;Q9UNH5-3;Q9UNH5-4	FALSE
0.23582522886595358	0.03855504690692212	GRHPR	Q9UBQ7	FALSE
-0.26119137464587344	0.03855504690692212	RCOR1	Q9UKL0	FALSE
-0.198132775952679	0.03855504690692212	MCM5	P33992	FALSE
-0.5774651756688934	0.03855504690692212	KIF20B	Q96Q89-4;Q96Q89;Q96Q89-3;Q96Q89-2;Q96Q89-5	FALSE
-0.5929123719504408	0.03855504690692212	CCNA2	P20248	FALSE
0.19872798340719636	0.038581094004444455	BSDC1	Q9NW68;Q9NW68-7;Q9NW68-3;Q9NW68-8;Q9NW68-2;Q9NW68-9;Q9NW68-4;Q9NW68-5;Q9NW68-6	FALSE
-0.3271692967968016	0.03876250165442739	DNMT3A	Q9Y6K1;Q9Y6K1-2;Q9Y6K1-3	FALSE
0.20205100300026738	0.0390101259304446	AHCYL2	Q96HN2;Q96HN2-2;Q96HN2-4;Q96HN2-3	FALSE
-0.5962833855232397	0.0390101259304446	ESPL1	Q14674;Q14674-2	FALSE
-0.24274478094795862	0.03929569982436713	MSI1	O43347	FALSE
-0.24551499408224234	0.03929569982436713	GIPC1	O14908;O14908-2;Q8TF64	FALSE
0.1843692861075835	0.03929569982436713	RPLP1	P05386	FALSE
0.3902388598794275	0.03929569982436713	ZNF593	O00488	FALSE
0.2610844381002335	0.03966786768025412	PGM2L1	Q6PCE3	FALSE
-0.2700185268226199	0.03966786768025412	INTS3	Q68E01-2;Q68E01;Q68E01-3;Q68E01-4	FALSE
0.33510532301620893	0.03973015175576823	YARS1	P54577	FALSE
-0.2507400169882015	0.03973015175576823	KIF5C	O60282;O60282-2	FALSE
-0.26127609547305514	0.0398131098319595	PBX2	P40425;Q9BYU1	FALSE
-0.4261721451616736	0.03989213155877833	GLT8D1	Q68CQ7;Q68CQ7-2	FALSE
-0.21626838334636939	0.03989213155877833	PDS5A	Q29RF7;Q29RF7-3	FALSE
-0.19991142657388286	0.039975268643720904	PSME3	P61289;P61289-3;P61289-2	FALSE
-0.23369708252480048	0.04010227050492871	PDE6D	O43924	FALSE
-0.3004908729233128	0.04017968873260295	PLD1	Q13393;Q13393-2;Q13393-4;Q13393-3	FALSE
-0.2029950056407758	0.04029967641828844	FMR1	Q06787-7;Q06787-6;Q06787-4;Q06787;Q06787-5;Q06787-3;Q06787-10	FALSE
-0.3467284318373966	0.0403512123548198	MAFG	O15525;O60675	FALSE
0.2865346328376974	0.040363186387145714	UCHL1	P09936	FALSE
0.35018657156914046	0.04044315055177774	CD63	P08962;P08962-3;P08962-2	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
-0.38795882006586696	0.04068613138991258	SCARB1	Q8WTV0-4;Q8WTV0-2;Q8WTV0;Q8WTV0-5;Q8WTV0-3	FALSE
0.25817295905127974	0.0408432433312161	HDAC5	Q9UQL6;Q9UQL6-2;Q9UQL6-3	FALSE
-0.2818160768842917	0.041081133302432814	RNF2	Q99496;Q99496-2	FALSE
-0.4210036960319085	0.041081133302432814	CDCA3	Q99618	FALSE
-0.4210036960319085	0.041081133302432814	CDCA3	Q99618	FALSE
-0.4210036960319085	0.041081133302432814	CDCA3	Q99618	FALSE
-0.4210036960319085	0.041081133302432814	CDCA3	Q99618	FALSE
-0.2690984646891014	0.04120621636833663	SLFN5	Q08AF3;Q08AF3-2;Q7Z7L1	FALSE
0.18922058219490337	0.041219875742824826	DYNC1LI1	Q9Y6G9	FALSE
0.27639788938973225	0.04123070251375602	PHPT1	Q9NRX4;Q9NRX4-2	FALSE
0.31154969244477404	0.04136668088333222	TMEM126A	Q9H061;Q9H061-2	FALSE
-0.3464703613611688	0.04148908002462349	SLC23A2	Q9UGH3;Q9UGH3-2	FALSE
-0.3464703613611688	0.04148908002462349	SLC23A2	Q9UGH3;Q9UGH3-2	FALSE
-0.3464703613611688	0.04148908002462349	SLC23A2	Q9UGH3;Q9UGH3-2	FALSE
-0.27427479816572115	0.04167035333331467	DCAKD	Q8WVC6;Q8WVC6-2	FALSE
-0.24946779820254888	0.04168693402601265	TNFAIP8	O95379;O95379-3;O95379-2;O95379-4	FALSE
-0.26045764544581684	0.041777748661867606	SUPT20H	Q8NEM7;Q8NEM7-2;Q8NEM7-3	FALSE
0.19377739567873317	0.041777748661867606	MYG1	Q9HB07	FALSE
0.25211374828179933	0.041777748661867606	ADK	P55263;P55263-3;P55263-2;P55263-4	FALSE
-0.25238680805612623	0.04188859973966464	ABHD6	Q9BV23	FALSE
-0.6028867807260301	0.04200105864288571	PLEKHO1	Q53GL0;Q53GL0-2	FALSE
-0.23739266761244993	0.04200105864288571	SLC38A10	Q9HBR0;Q9HBR0-3;Q9HBR0-2	FALSE
-0.7157970978405349	0.04200105864288571	RAP1GAP	P47736;P47736-2;P47736-4;P47736-3	FALSE
0.1952341285360713	0.04200105864288571	CINP	Q9BW66;Q9BW66-3;Q9BW66-2	FALSE
0.32218697374660116	0.042061685683213786	TRIAP1	O43715	FALSE
-0.28046192799738073	0.042061685683213786	TTPA	P49638	FALSE
-0.33028200501420246	0.042061685683213786	RNF114	Q9Y508;Q9Y508-2	FALSE
-0.33503018397386924	0.04219373819552681	MFGE8	Q08431;Q08431-3;Q08431-4;Q08431-2	FALSE
-0.3235489053526316	0.042328256267322444	RXRA;RXRG	P19793;P19793-2;P48443	FALSE
-0.2730707959387374	0.04305624147692798	NCAPG2	Q86XI2;Q86XI2-2	FALSE
-0.19894041663497816	0.04327425460252325	EML3	Q32P44;Q32P44-2;Q32P44-3	FALSE
0.2624440820891596	0.04332307217274022	DHRS11	Q6UWP2;Q6UWP2-3;Q6UWP2-2	FALSE
-0.3375279514728862	0.043489680036116106	CSNK1E	P49674	FALSE
-0.25212224689800244	0.0435373033615709	CNN3	Q15417;Q15417-3;Q15417-2	FALSE
-0.2074601930556164	0.0435373033615709	CPSF3	Q9UKF6	FALSE
-0.6270059434936869	0.04366812494484483	ZKSCAN4	Q969J2	FALSE
0.2667488811705302	0.04376262187378099	PGP	A6NDG6	FALSE
-0.3126515325734478	0.04383066735340418	KNSTRN	Q9Y448;Q9Y448-2;Q9Y448-3	FALSE
-0.21186498409627239	0.04384027200635699	POLR2A	P24928;P24928-2	FALSE
-0.22299632350301224	0.0439249288803517	CDKN2A	P42771;P42771-4;P42771-2;P42772;P42771-3	FALSE
-0.34378548259052866	0.04393208047089612	CACNB3	P54284;P54284-3;P54284-4;P54284-5;P54284-2	FALSE
0.2428615056541704	0.043968592906484236	NARS1	O43776;O43776-2	FALSE
0.22459310462030901	0.043974193030568376	TMEM43	Q9BTV4	FALSE
-0.19334955570420168	0.04414660780079755	ZC3HAV1	Q7Z2W4;Q7Z2W4-2;Q7Z2W4-3;Q7Z2W4-4;Q7Z2W4-5	FALSE
-0.23522576792217098	0.04414660780079755	ZBTB9	Q96C00	FALSE
-0.6884126042605527	0.04415580727059752	RASA4;RASA4B	O43374;C9J798;O43374-2	FALSE
-0.2693836794278622	0.04427919068527298	BAG3	O95817	FALSE
0.2722790438802809	0.044282947996586004	PABPC5	Q96DU9;Q96DU9-2	FALSE
0.19460091116470543	0.044282947996586004	DUSP12	Q9UNI6	FALSE
0.18926079236470206	0.04430705611450919	ZNF451	Q9Y4E5;Q9Y4E5-2	FALSE
0.2585625555653319	0.04479479186972452	PEBP1	P30086	FALSE
-0.27960882028594797	0.0448076464361308	DPYSL4	O14531	FALSE
0.30674775304331847	0.04486807217981612	PEF1	Q9UBV8	FALSE
-0.2024021652822963	0.04490263718487363	RFC3	P40938;P40938-2	FALSE
-0.37841616796470895	0.04490263718487363	PPP1R13B	Q96KQ4	FALSE
-0.2728149411396206	0.04490263718487363	LAMC1	P11047;REV__Q9NQS7-2;REV__Q9NQS7	FALSE
-0.21459826646765737	0.04504683563878827	AKAP12	Q02952;Q02952-3;Q02952-2	FALSE
-0.7564273573904062	0.045102303738275236	FAM92A	A1XBS5-4;A1XBS5;A1XBS5-5;A1XBS5-2;A1XBS5-3	FALSE
0.18948948615061434	0.045102303738275236	RABEP2	Q9H5N1;Q9H5N1-2	FALSE
0.2895049303690457	0.045102303738275236	IREB2	P48200;P48200-2	FALSE
0.24957889075485923	0.045102303738275236	CRK	P46108	FALSE
0.29274984858911024	0.045102303738275236	PPCS	Q9HAB8;Q9HAB8-2	FALSE
0.21663558222812837	0.04542973046640781	LANCL1	O43813	FALSE
-0.18575490009665416	0.04553832579503904	PPM1G	O15355	FALSE
-0.39311138054080297	0.045717934952958936	WDR25	Q64LD2;Q64LD2-2	FALSE
-0.6056322942780431	0.0457802265347475	TICRR	Q7Z2Z1;Q7Z2Z1-2	FALSE
-0.2417235874177469	0.04583054510498835	PAXIP1	Q6ZW49;Q6ZW49-1;Q6ZW49-2	FALSE
0.4083072434504529	0.04583054510498835	TMEM135	Q86UB9;Q86UB9-2	FALSE
-0.2948813238314484	0.046022607450238916	NAF1	Q96HR8;Q96HR8-2	FALSE
-0.21595940810567194	0.046123030848391276	METTL5	Q9NRN9	FALSE
-0.21257767919138829	0.046123030848391276	HAUS6	Q7Z4H7;Q7Z4H7-3;Q7Z4H7-2	FALSE
-0.18931937193884346	0.046123030848391276	TRIP10	Q15642;Q15642-2;Q15642-3;Q15642-4;Q15642-5	FALSE
-1.0120279620583645	0.046123030848391276	WDR20	Q8TBZ3-2;Q8TBZ3-6;Q8TBZ3;Q8TBZ3-4;Q8TBZ3-5;Q8TBZ3-7;Q8TBZ3-8;Q8TBZ3-3	FALSE
-0.3350781522276026	0.04615542679964194	FANCL	Q9NW38;Q9NW38-2	FALSE
0.2804796631331323	0.046172865380466256	TAB3	Q8N5C8;Q8N5C8-2	FALSE
-0.35452129253317793	0.046172865380466256	EFR3B	Q9Y2G0;Q9Y2G0-2;Q9Y2G0-3	FALSE
0.2866189868508966	0.046172865380466256	ZSWIM8	A7E2V4;A7E2V4-5;A7E2V4-3;A7E2V4-4;A7E2V4-2	FALSE
0.24067258446014103	0.04646921388683924	POLI	Q9UNA4	FALSE
0.1937003625514658	0.04655028226251916	ECPAS	Q5VYK3	FALSE
-0.18647536663618414	0.04657450077018404	KNTC1	P50748;P50748-2	FALSE
-0.4352745573949805	0.04679087375518914	PROCR	Q9UNN8	FALSE
-0.2988956019376052	0.04698843828112106	FBXO22	Q8NEZ5;Q8NEZ5-3;Q8NEZ5-2	FALSE
0.24680576212774133	0.04702106173925474	PFAS	O15067	FALSE
0.24346434189381136	0.04706069796746357	TSTD1	Q8NFU3;Q8NFU3-3;Q8NFU3-2	FALSE
0.21186051528997432	0.047190029215809684	CCDC43	Q96MW1;Q96MW1-2	FALSE
0.193737172538595	0.047426380433920896	RUFY1	Q96T51;Q96T51-3	FALSE
-0.4721207704881659	0.04743660180269374	MYBL2	P10244;P10244-2	FALSE
0.2211365840282321	0.04743660180269374	WDR44	Q5JSH3;Q5JSH3-2;Q5JSH3-4;Q5JSH3-3	FALSE
0.3081606496113705	0.04776523879493575	HSD17B4	P51659;P51659-3;P51659-2	FALSE
0.18014445877471938	0.04794441149327923	PPP1R12A	O14974;O14974-2;O14974-3;O14974-5	FALSE
-0.3251110457976986	0.047957364231638946	TNRC6A	Q8NDV7;Q8NDV7-6;Q8NDV7-5;Q8NDV7-2;Q8NDV7-3;Q8NDV7-4	FALSE
0.34998059568316986	0.048221234526936094	PDCD4	Q53EL6;Q53EL6-2	FALSE
0.20795372481121047	0.04857152901106586	NAXE	Q8NCW5;Q8NCW5-2	FALSE
0.20041359582535395	0.04865720463465436	VPS36	Q86VN1;Q86VN1-2	FALSE
-0.22688417136820918	0.04865720463465436	CEP152	O94986;O94986-3;O94986-2;O94986-1	FALSE
0.18016846739673	0.048729304933273473	GPALPP1	Q8IXQ4;Q8IXQ4-2;Q8IXQ4-3;Q8IXQ4-4	FALSE
-0.25030018124741854	0.048729304933273473	KCTD14	Q9BQ13;Q9BQ13-2	FALSE
-0.29219261018880355	0.048897009377937554	CRY1	Q16526	FALSE
-0.3581396667635828	0.049005164784639725	RAD51C	O43502;O43502-2	FALSE
-0.21927920803647322	0.049005164784639725	MCM2	P49736	FALSE
0.2679254340051737	0.049005164784639725	PTPMT1	Q8WUK0;Q8WUK0-2;Q8WUK0-3	FALSE
0.20927101535885984	0.049005164784639725	TMOD2	Q9NZR1;Q9NZR1-2	FALSE
-0.4009899746893106	0.049005164784639725	GARRE1	O15063	FALSE
0.21232751835594948	0.049005164784639725	UNC119B	A6NIH7	FALSE
-0.256669337539654	0.049005164784639725	EHMT1	Q9H9B1;Q9H9B1-3;Q9H9B1-4	FALSE
-0.2960435875120203	0.049092081275361445	CHD8	Q9HCK8;Q9HCK8-2	FALSE
-0.4557752864981045	0.04909591699606886	SH2D4A	Q9H788;Q9H788-2	FALSE
-0.2281588516941711	0.04923909196461258	MCM7	P33993;P33993-3;P33993-2	FALSE
0.1914553481892585	0.049266168152936024	PPIP5K2	O43314;O43314-2	FALSE
-0.27865946284637205	0.049266168152936024	SLF1	Q9BQI6	FALSE
-0.8250611172731279	0.04934895335535455	ELAVL3	Q14576;Q14576-2	FALSE
0.18931535657881965	0.04960083754438276	RTCA	O00442;O00442-2	FALSE
-0.2119705039804455	0.049713844126291665	RNF40	O75150;O75150-4;O75150-3	FALSE
0.22165060826473096	0.0497234025223019	BTF3L4	Q96K17;Q96K17-2	FALSE
-0.2366657675001372	0.0497234025223019	MEN1	O00255;O00255-2;O00255-3	FALSE
0.18026983022581738	0.049758238446845085	NSF	P46459;P46459-2	FALSE
-0.17861500052274815	0.04976929685017659	RANGAP1	P46060	FALSE
0.18659521157631193	0.049828357688552476	NLN	Q9BYT8	FALSE
0.4246190149766017	0.04992443094055943	UMAD1	C9J7I0	FALSE
-0.2567812914359612	0.04992443094055943	SLC27A2	O14975;O14975-2	FALSE
-0.2567812914359612	0.04992443094055943	SLC27A2	O14975;O14975-2	FALSE
-0.2567812914359612	0.04992443094055943	SLC27A2	O14975;O14975-2	FALSE
-0.2567812914359612	0.04992443094055943	SLC27A2	O14975;O14975-2	FALSE
-0.24189825021230396	0.05002839714175714	SETD7	Q8WTS6	FALSE
-0.3807054555258653	0.05002839714175714	CENPU	Q71F23;Q71F23-3;Q71F23-2	FALSE
-0.2812301246262092	0.05002839714175714	PHC1	P78364	FALSE
0.3035539456722944	0.05002839714175714	IDH1	O75874	FALSE
-0.5558818226593905	0.050029966436365564	CKAP2L	Q8IYA6;Q8IYA6-3;Q8IYA6-2	FALSE
-0.3177724641524841	0.050037645374068324	FHL3	Q13643	FALSE
0.2553824704877038	0.050109151204769976	C11orf54	Q9H0W9;Q9H0W9-2;Q9H0W9-3;Q9H0W9-4	FALSE
-0.22771865260931076	0.05020876113519911	SUFU	Q9UMX1;Q9UMX1-2;Q9UMX1-3	FALSE
0.21986757409828897	0.050579402693442854	TSNAX	Q99598	FALSE
-0.18610328245218655	0.050695708283731815	SUGP1	Q8IWZ8;Q8IWZ8-2	FALSE
-0.24128457215272867	0.050695708283731815	FAM3C	Q92520	FALSE
0.22717951525584548	0.05074914000412343	FN3KRP	Q9HA64	FALSE
-0.33695330252331007	0.05098234813448181	DNAJB5	O75953;O75953-4;O75953-5	FALSE
0.18950407103303593	0.05103351180700565	HERC4	Q5GLZ8;Q5GLZ8-2;Q5GLZ8-6;Q5GLZ8-3;Q5GLZ8-4;Q5GLZ8-5	FALSE
0.3187294283450402	0.05103351180700565	SARS1	P49591	FALSE
-0.21713787745541624	0.05115080155486836	CDK5RAP2	Q96SN8;Q96SN8-3;Q96SN8-2;Q96SN8-4	FALSE
0.26829689236576854	0.05115080155486836	XPOT	O43592	FALSE
-0.4243542224338932	0.05115080155486836	COL18A1	P39060;P39060-2;P39060-1	FALSE
-0.24146191782426266	0.05116738858317419	POLD2	P49005	FALSE
-0.1874351390432006	0.0513627851086748	GRK2	P25098	FALSE
-0.21266471362163614	0.0513627851086748	IRF2BPL	Q9H1B7	FALSE
-0.2670161548153261	0.0513627851086748	CEP85	Q6P2H3;Q6P2H3-2;Q6P2H3-4;Q6P2H3-3	FALSE
0.2413140051186498	0.05138983405203944	MBLAC1	A4D2B0	FALSE
-0.18823741843054112	0.05149984078679479	DECR2	Q9NUI1;Q9NUI1-3;Q9NUI1-2	FALSE
-0.18680240651726118	0.051561621697119725	RNF20	Q5VTR2	FALSE
0.2906963384938629	0.051561621697119725	COX19	Q49B96	FALSE
-0.2212445521390345	0.051561621697119725	NADK	O95544;O95544-2;O95544-3	FALSE
-0.36495343154112225	0.051561621697119725	SKA2	Q8WVK7	FALSE
0.17520514753999283	0.051561621697119725	SPR	P35270	FALSE
0.20544626689684026	0.051561621697119725	CAPNS1	P04632;Q96L46	FALSE
-0.23459629470857	0.05157708755921571	SENP5	Q96HI0;Q96HI0-2	FALSE
0.21818587690151559	0.051847429977921536	GBE1	Q04446	FALSE
-0.19053564795164413	0.052086422794604674	IQGAP3	Q86VI3	FALSE
-0.3136313288869411	0.052086422794604674	IRF5	Q13568;Q13568-5;Q13568-4;Q13568-3;Q13568-2;Q13568-6	FALSE
0.2650732448395701	0.05219756619752918	SLC1A4	P43007;P43007-2	FALSE
0.2650732448395701	0.05219756619752918	SLC1A4	P43007;P43007-2	FALSE
0.4257120862873406	0.05232626899618372	GALC	P54803;P54803-4;P54803-5;P54803-3	FALSE
-0.20935076358960675	0.05236399124925643	C5orf22	Q49AR2;Q49AR2-3	FALSE
-0.18810656420019853	0.05271214349336499	CHD1L	Q86WJ1;Q86WJ1-2;Q86WJ1-4;Q86WJ1-3;Q86WJ1-5	FALSE
0.1699600708189542	0.05271214349336499	NUDCD3	Q8IVD9	FALSE
0.2118274885012055	0.05286834674496933	ATG7	O95352;O95352-3;O95352-2	FALSE
-0.35062653662329984	0.05304558450183585	PCGF6	Q9BYE7;Q9BYE7-3	FALSE
-0.25635125999362857	0.053125163359609436	HAUS8	Q9BT25;Q9BT25-2;Q9BT25-3	FALSE
-0.19060499114479618	0.05344385025620401	SETD3	Q86TU7;Q86TU7-3;Q86TU7-2	FALSE
0.21214084352384946	0.05344541122818081	YWHAQ	P27348	FALSE
-0.22200135091535994	0.05389449642150132	AGPS	O00116	FALSE
-0.2831018905123675	0.05389449642150132	CSTF2T	Q9H0L4	FALSE
-0.2551959888790619	0.05395746848086578	NEPRO	Q6NW34;Q6NW34-2	FALSE
-0.25090415866926025	0.054014081631341734	KAT7	O95251;O95251-4;O95251-2;O95251-3;O95251-5	FALSE
0.24674656073258905	0.05401811818004984	BBS9	Q3SYG4;Q3SYG4-4;Q3SYG4-2;Q3SYG4-7;Q3SYG4-3;Q3SYG4-6;Q3SYG4-5	FALSE
-0.24782944535637544	0.05405663407254185	NSD3	Q9BZ95;Q9BZ95-5;Q9BZ95-4;Q9BZ95-2;Q9BZ95-3	FALSE
0.25832117934958104	0.05405663407254185	RAB5B	P61020;P61020-2	FALSE
0.18628757508863558	0.05447117205929888	RPL7	P18124	FALSE
-0.22654105258318097	0.05447117205929888	MFN1	Q8IWA4;Q8IWA4-3;Q8IWA4-2	FALSE
-0.45996116866628656	0.054726085873871205	RNF168	Q8IYW5	FALSE
