logFC	adj.P.Val	Gene names	Protein IDs	SARS_CoV_2
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-1.2768332797997504	7.471670884899165e-4	HLA-A	P01892;P30459;P10314;P16189;Q09160;P30512	FALSE
-0.9628059551368061	7.471670884899165e-4	TAPBP	O15533;O15533-2;O15533-3;O15533-4	FALSE
-1.0155729670542484	7.471670884899165e-4	PML	P29590;P29590-3;P29590-8;P29590-5;P29590-9;P29590-4;P29590-14;P29590-10	FALSE
-0.6498373655477885	8.305624588998581e-4	HMOX1	P09601	FALSE
-0.5910585608388149	8.519314392708199e-4	POLA1	P09884	FALSE
-1.1231036600754343	9.825219858091527e-4	RRM2	P31350;P31350-2	FALSE
-0.7127652260960611	9.825219858091527e-4	SLC5A3	P53794	FALSE
1.0975989580470347	9.842048921901354e-4	SEMA3D	O95025	FALSE
-0.8701737184836663	0.001023825876011272	CSRP2	Q16527	FALSE
-0.6421773075774343	0.001023825876011272	IFIH1	Q9BYX4;Q9BYX4-2	FALSE
-0.6520595746413991	0.001023825876011272	FAM241B	Q96D05;Q96D05-2	FALSE
-0.7525317275721503	0.001023825876011272	ANLN	Q9NQW6;Q9NQW6-2	FALSE
0.9369787147368448	0.001023825876011272	PTPRF	P10586;P10586-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.9506886226725434	0.001023825876011272	TAP2	Q03519;Q03519-2	FALSE
-0.6094481390502792	0.0010469907247140592	ACOX1	Q15067;Q15067-2	FALSE
-0.6173162983480391	0.0010469907247140592	RFC1	P35251;P35251-2	FALSE
-0.9219302133304881	0.001074567574208239	UBE2T	Q9NPD8	FALSE
-1.1744970865604816	0.0010941277163122015	TRIM14	Q14142;Q14142-3;Q14142-2;Q14142-4	FALSE
-0.888620522193895	0.0011127227458430262	PIMREG	Q9BSJ6-2;Q9BSJ6	FALSE
-0.7449510013034436	0.0011148435079360373	TOR3A	Q9H497;Q9H497-2;Q9H497-3	FALSE
-0.6368253595970835	0.0011148435079360373	ORC6	Q9Y5N6	FALSE
-0.5957682623684277	0.0012066418218961922	RRM1	P23921	FALSE
-0.5878353008669744	0.0012066418218961922	CHAF1A	Q13111;Q13111-2;Q13111-3	FALSE
-3.190106144084297	0.0012066418218961922	Nsp1	SARS_CoV_2_Nsp1	TRUE
-0.5544220133069641	0.0012098837631086712	CBX4	O00257;O00257-3	FALSE
-3.8549102087410967	0.0012098837631086712	N	SARS_CoV_2_N	TRUE
-0.7204001251744617	0.0012649794995252407	RELB	Q01201	FALSE
-2.08259451012373	0.001354283125896956	CD74	P04233-2;P04233;P04233-3	FALSE
-0.9097073234840456	0.0013613878483628135	LGALS8	O00214-2;O00214	FALSE
-1.3057892374713111	0.0014505070314681425	CRABP2	P29373	FALSE
-1.0046820084198014	0.0014519706570465067	GMNN	O75496	FALSE
-0.9108701034689759	0.0014821082217075815	SQSTM1	Q13501;Q13501-2	FALSE
-0.9108701034689759	0.0014821082217075815	SQSTM1	Q13501;Q13501-2	FALSE
-0.9108701034689759	0.0014821082217075815	SQSTM1	Q13501;Q13501-2	FALSE
-0.9108701034689759	0.0014821082217075815	SQSTM1	Q13501;Q13501-2	FALSE
-0.5895779852400943	0.0014850016914795387	DNMT1	P26358-2	FALSE
-1.3045251514114968	0.0014983501530827666	ESCO2	Q56NI9;Q56NI9-2	FALSE
-0.6509934117521712	0.0015470314425539216	FANCI	Q9NVI1;Q9NVI1-1;Q9NVI1-2;Q9NVI1-4	FALSE
-1.1538587539545893	0.0015498721956907601	P4HTM	Q9NXG6;Q9NXG6-3;Q9NXG6-2	FALSE
-3.7147353729804946	0.0016717507745255028	S	SARS_CoV_2_S_mutant;SARS_CoV_2_S	TRUE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
-0.7798399266829336	0.001739228680618622	ECE1	P42892;P42892-3;P42892-2;P42892-4	FALSE
0.5532216191789077	0.0018107267239424604	CPNE1	Q99829	FALSE
-0.739189144320309	0.0018312872053426123	HELLS	Q9NRZ9-2;Q9NRZ9;Q9NRZ9-3;Q9NRZ9-6;Q9NRZ9-5;Q9NRZ9-4;Q9NRZ9-8;Q9NRZ9-7;Q9NRZ9-9	FALSE
-0.9338127773141169	0.0018312872053426123	SCEL	O95171;O95171-3	FALSE
0.5918141358918204	0.0018312872053426123	TDG	Q13569	FALSE
-0.5217589224543424	0.0018312872053426123	SAMHD1	Q9Y3Z3;Q9Y3Z3-4;Q9Y3Z3-3	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.5160017619937911	0.0018312872053426123	PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	FALSE
-0.6119171044913442	0.0018312872053426123	TOP2A	P11388;P11388-2;P11388-3;P11388-4	FALSE
-0.5729564729728899	0.0018396526245101307	POLA2	Q14181;Q14181-2	FALSE
-0.4729967655702407	0.001867030132597829	XRCC3	O43542	FALSE
-0.5010010358092378	0.0019407105783857217	CMTR1	Q8N1G2	FALSE
-0.8482840623539553	0.002092602651917164	FAM111B	Q6SJ93;Q6SJ93-2	FALSE
-0.6080298100372158	0.0021083281554713446	ETV4	P43268;P43268-2	FALSE
0.7292741571847888	0.0021083281554713446	ADI1	Q9BV57;Q9BV57-2	FALSE
-0.5127059924459654	0.0021535081716853237	KPNA2	P52292	FALSE
-0.5660626011912672	0.0021535081716853237	FOXP4	Q8IVH2;Q8IVH2-3;Q8IVH2-2	FALSE
-0.6200242076442293	0.0021535081716853237	GATAD2A	Q86YP4;Q86YP4-3;Q86YP4-2	FALSE
-0.9762336743917739	0.002219509325119027	EFHD1	Q9BUP0;Q9BUP0-2	FALSE
-0.6332558244873561	0.002219509325119027	SESTD1	Q86VW0	FALSE
-0.6650332070929756	0.002219509325119027	GALNT16	Q8N428;Q8N428-2	FALSE
-0.9785124882938999	0.002219509325119027	SLBP	Q14493;Q14493-2	FALSE
-0.7844554293683174	0.002219509325119027	TP73	O15350-13;O15350-6;O15350-5;O15350-8;O15350-11;O15350;O15350-2;O15350-4;O15350-10;O15350-9;O15350-3;O15350-12;Q9H3D4-11;Q9H3D4-9;Q9H3D4-12;Q9H3D4-3;Q9H3D4;Q9H3D4-6;Q9H3D4-7;Q9H3D4-4;Q9H3D4-8;Q9H3D4-10;Q9H3D4-2;Q9H3D4-5	FALSE
-0.469399117756038	0.002219509325119027	ADAR	P55265;P55265-4;P55265-5	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.4539191373727581	0.002219509325119027	TECR	Q9NZ01;Q9NZ01-2	FALSE
-0.48681868982854415	0.0022579824815383326	EEF1A2	Q05639	FALSE
-0.8078709151253919	0.0022716307277253042	MELTF	P08582;P08582-2	FALSE
-0.5144895244909335	0.0023183546899233007	PRIM1	P49642	FALSE
0.5197588842860449	0.0023408220367105094	CTH	P32929;P32929-3;P32929-2	FALSE
-1.0574301928600123	0.0023408220367105094	CLSPN	Q9HAW4;Q9HAW4-3;Q9HAW4-2	FALSE
-0.7164775428793417	0.002416810227977587	MAGEA4;MAGEA8	P43358;P43361;P43355;P43363;O60732;O15480;A2A368;Q96M61;A8MXT2;O60732-2	FALSE
-0.5926193987419034	0.002416810227977587	ADNP2	Q6IQ32	FALSE
-0.5683723345030849	0.002416810227977587	AHNAK2	Q8IVF2;Q8IVF2-3;Q8IVF2-2	FALSE
0.48872821961338064	0.0025238766589892624	CD99	P14209;P14209-2;P14209-3	FALSE
-0.5479041445456148	0.002525834671280419	PADI2	Q9Y2J8;Q9Y2J8-2	FALSE
-0.6215864602410344	0.002525834671280419	APEX2	Q9UBZ4	FALSE
-0.6908976527915528	0.0026146587553081053	NMRAL1	Q9HBL8	FALSE
-0.892211535679947	0.002651118134827432	UBE2L6	O14933;O14933-2	FALSE
-0.5597229670558109	0.002754067782142627	TIMELESS	Q9UNS1;Q9UNS1-2	FALSE
-0.4901576368100802	0.0028468625224472082	PARVB	Q9HBI1;Q9HBI1-3;Q9HBI1-2	FALSE
-0.4836233761182876	0.002854983949768792	CGAS	Q8N884;Q8N884-2	FALSE
-0.7947535782095444	0.002888681005255336	NFKB2	Q00653;Q00653-4;Q00653-3	FALSE
-0.5753651393306287	0.0029011446031962	DEPDC1B	Q8WUY9;Q8WUY9-2	FALSE
-0.45801415429887976	0.0029011446031962	GINS4	Q9BRT9;Q9BRT9-2	FALSE
0.49423906427825937	0.0030531831222665377	TIMM8B	Q9Y5J9	FALSE
-0.4383445266104175	0.003179405019174754	BAIAP2	Q9UQB8-4	FALSE
-0.49960237235384614	0.003179405019174754	PFKFB3	Q16875;Q16875-3;Q16875-2;Q16875-4	FALSE
0.4572416075377853	0.003179405019174754	ACO1	P21399	FALSE
-2.726772733998178	0.003179405019174754	ALG3	Q92685;Q92685-2	FALSE
-0.6275110327873998	0.003179405019174754	BAZ1A	Q9NRL2;Q9NRL2-2	FALSE
